,Unnamed: 0,Passages,Force,Explicit_Lack_Of_Consent,Threat,Authority,Minor_Injury,Threat_Other,count,Minor,Silent,Severe_Injury,Not_Conscious,clean
118,118,"I tried to scream, but he put his mouth over me and told me he has a weapon knife. I went quiet.",,1,1,,,,22,,,,,i tri to scream but he put his mouth over me and told me he has a weapon knife i went quiet
119,119,I told him that it was okay.,,,,,,,7,,,,,i told him that it was okay
120,120,I said that I wanted sex.,,,,,,,6,,,,,i said that i want sex
121,121,"He cornered me and told me that I wanted it, but I didn't, and I told him that, but he ignored me. He then started kissing choking groping me.",1,1,,,,,29,,,,,he corner me and told me that i want it but i didn and i told him that but he ignor me he then start kiss choke grope me
122,122,"I showed that I wasn't interested but he didn't give up, I was really hurt beat punched hurt.",,1,,,1,,18,,,,,i show that i wasn interest but he didn give up i was realli hurt beat punch hurt
123,123,"I was with my friends and cornered by many people who threatened to do as they say or else they will hurt us, so we were scared so we did as they said and they fucked penetrated sex.",1,,1,,,1,32,,1,,,i was with my friend and corner by mani peopl who threaten to do as they say or els they will hurt us so we were scare so we did as they said and they fuck penetr sex
124,124,He smacked me so hard that blood came out of my nose bruise.,,,,,1,,13,,,,,he smack me so hard that blood came out of my nose bruis
125,125,"I told him no so much, but he didn't listen, and told me that he will hurt me if I don't suck sex listen, so I did.",1,1,1,,,,27,,,,,i told him no so much but he didn listen and told me that he will hurt me if i don suck sex listen so i did
128,128,"I cried screamed during sex but he ignored me, he continued to kiss and then went to sleep.",,1,1,,,,18,,,,,i cri scream dure sex but he ignor me he continu to kiss and then went to sleep
129,129,"He hurt me and I had bruises, I said no but he ignored me.",,1,,,1,,14,,,,,he hurt me and i had bruis i said no but he ignor me
130,130,"I tried to get him off me shove, but he wouldn't move, and he continued.",1,1,,,,,15,,,,,i tri to get him off me shove but he wouldn move and he continu
131,131,"He told me that he has a weapon and that he is strong, it scared me and he told me to lie down fuck sex grope touch.",1,,1,,,,27,,,,,he told me that he has a weapon and that he is strong it scare me and he told me to lie down fuck sex grope touch
132,132,Bruises I couldn't walk.,,,,,1,,4,,,,,bruis i couldn walk
133,133,"I consented before, but then the more drunk I became I realized I didn't want it, but he continued to kiss me. I ignored it but I did say no.",1,1,,,,,30,,,,,i consent befor but then the more drunk i becam i realiz i didn want it but he continu to kiss me i ignor it but i did say no
134,134,He groped kissed me but I tried to escape but he followed me.,1,1,,,,,13,,,,,he grope kiss me but i tri to escap but he follow me
135,135,friend group pinned us told us to be quiet or else hurt threaten.,1,,1,,,1,13,,,,,friend group pin us told us to be quiet or els hurt threaten
136,136,"told him I didn't want it, stop.",,1,,,,,7,,,,,told him i didn want it stop
137,137,I remember crying for help and getting bruises from her.,,1,,,1,,10,,,,,i rememb cri for help and get bruis from her
139,139,I was really hurt bleeding but he told me he wanted to but I said no.,,1,,,1,,16,,,,,i was realli hurt bleed but he told me he want to but i said no
140,140,"He said he saw the way I wanted it but I know that I didn't want to, but then he continued to grope touch me.",1,1,,,,,25,,,,,he said he saw the way i want it but i know that i didn want to but then he continu to grope touch me
141,141,I stayed quiet and he touched me but I never said I wanted it.,1,,,,,,14,,1,,,i stay quiet and he touch me but i never said i want it
142,142,"I didn't say anything because I was scared, he touched me and told me to be a good girl grope touch sex fuck .",1,,,,,,24,,1,,,i didn say anyth becaus i was scare he touch me and told me to be a good girl grope touch sex fuck
143,143,"He threatened told me he will choke me really hard if I don't stop moving, and so I stayed quiet and let him.",1,,1,,,,23,,1,,,he threaten told me he will choke me realli hard if i don stop move and so i stay quiet and let him
144,144,"I tried to run away but he kept following me, he got me and then I cried for help but then he molested me.",1,1,,,,,24,,,,,i tri to run away but he kept follow me he got me and then i cri for help but then he molest me
145,145,"I was drunk so I didn't say anything but I don't rememebr anything, but I remember him undressing me.",1,,,,,,19,,,,1,i was drunk so i didn say anyth but i don rememebr anyth but i rememb him undress me
146,146,was cornered with knives and so listened went home pinned sex fuck grope then beaten bruises.,1,,1,,1,1,16,,,,,was corner with knive and so listen went home pin sex fuck grope then beaten bruis
148,148,teacher professor parent brother family groped me.,1,,,,,,7,,,,,teacher professor parent brother famili grope me
149,149,"he ended up beating me pretty bad, and I kept my mouth closed but he forced it open.",1,1,,,1,,18,,,,,he end up beat me pretti bad and i kept my mouth close but he forc it open
150,150,"there were many two three four of us, and they threatened to hurt us if we didn't listen do as they say circled us and fucked us.",1,,1,,,1,27,,,,,there were mani two three four of us and they threaten to hurt us if we didn listen do as they say circl us and fuck us
